filename,commons_title,category,source_url,original_url,license,license_url,author,original_width,original_height,width,height
track_0013.jpg,synthetic animal track calibration image 0013,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0014.jpg,synthetic animal track calibration image 0014,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0015.jpg,synthetic animal track calibration image 0015,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0016.jpg,synthetic animal track calibration image 0016,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0017.jpg,synthetic animal track calibration image 0017,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0018.jpg,synthetic animal track calibration image 0018,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0019.jpg,synthetic animal track calibration image 0019,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0020.jpg,synthetic animal track calibration image 0020,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0021.jpg,synthetic animal track calibration image 0021,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0022.jpg,synthetic animal track calibration image 0022,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0023.jpg,synthetic animal track calibration image 0023,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0024.jpg,synthetic animal track calibration image 0024,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0025.jpg,synthetic animal track calibration image 0025,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0026.jpg,synthetic animal track calibration image 0026,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0027.jpg,synthetic animal track calibration image 0027,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0028.jpg,synthetic animal track calibration image 0028,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0029.jpg,synthetic animal track calibration image 0029,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0030.jpg,synthetic animal track calibration image 0030,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0031.jpg,synthetic animal track calibration image 0031,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0032.jpg,synthetic animal track calibration image 0032,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0033.jpg,synthetic animal track calibration image 0033,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0034.jpg,synthetic animal track calibration image 0034,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0035.jpg,synthetic animal track calibration image 0035,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0036.jpg,synthetic animal track calibration image 0036,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0037.jpg,synthetic animal track calibration image 0037,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0038.jpg,synthetic animal track calibration image 0038,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0039.jpg,synthetic animal track calibration image 0039,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0040.jpg,synthetic animal track calibration image 0040,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0041.jpg,synthetic animal track calibration image 0041,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0042.jpg,synthetic animal track calibration image 0042,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0043.jpg,synthetic animal track calibration image 0043,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0044.jpg,synthetic animal track calibration image 0044,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0045.jpg,synthetic animal track calibration image 0045,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0046.jpg,synthetic animal track calibration image 0046,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0047.jpg,synthetic animal track calibration image 0047,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0048.jpg,synthetic animal track calibration image 0048,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0049.jpg,synthetic animal track calibration image 0049,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0050.jpg,synthetic animal track calibration image 0050,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0051.jpg,synthetic animal track calibration image 0051,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0052.jpg,synthetic animal track calibration image 0052,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0053.jpg,synthetic animal track calibration image 0053,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0054.jpg,synthetic animal track calibration image 0054,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0055.jpg,synthetic animal track calibration image 0055,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0056.jpg,synthetic animal track calibration image 0056,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0057.jpg,synthetic animal track calibration image 0057,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0058.jpg,synthetic animal track calibration image 0058,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0059.jpg,synthetic animal track calibration image 0059,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0060.jpg,synthetic animal track calibration image 0060,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0061.jpg,synthetic animal track calibration image 0061,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0062.jpg,synthetic animal track calibration image 0062,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0063.jpg,synthetic animal track calibration image 0063,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0064.jpg,synthetic animal track calibration image 0064,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0065.jpg,synthetic animal track calibration image 0065,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0066.jpg,synthetic animal track calibration image 0066,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0067.jpg,synthetic animal track calibration image 0067,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0068.jpg,synthetic animal track calibration image 0068,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0069.jpg,synthetic animal track calibration image 0069,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0070.jpg,synthetic animal track calibration image 0070,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0071.jpg,synthetic animal track calibration image 0071,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0072.jpg,synthetic animal track calibration image 0072,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0073.jpg,synthetic animal track calibration image 0073,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0074.jpg,synthetic animal track calibration image 0074,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0075.jpg,synthetic animal track calibration image 0075,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0076.jpg,synthetic animal track calibration image 0076,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0077.jpg,synthetic animal track calibration image 0077,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0078.jpg,synthetic animal track calibration image 0078,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0079.jpg,synthetic animal track calibration image 0079,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0080.jpg,synthetic animal track calibration image 0080,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0081.jpg,synthetic animal track calibration image 0081,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0082.jpg,synthetic animal track calibration image 0082,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0083.jpg,synthetic animal track calibration image 0083,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0084.jpg,synthetic animal track calibration image 0084,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0085.jpg,synthetic animal track calibration image 0085,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0086.jpg,synthetic animal track calibration image 0086,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0087.jpg,synthetic animal track calibration image 0087,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0088.jpg,synthetic animal track calibration image 0088,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0089.jpg,synthetic animal track calibration image 0089,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0090.jpg,synthetic animal track calibration image 0090,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0091.jpg,synthetic animal track calibration image 0091,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0092.jpg,synthetic animal track calibration image 0092,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0093.jpg,synthetic animal track calibration image 0093,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0094.jpg,synthetic animal track calibration image 0094,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0095.jpg,synthetic animal track calibration image 0095,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0096.jpg,synthetic animal track calibration image 0096,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0097.jpg,synthetic animal track calibration image 0097,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0098.jpg,synthetic animal track calibration image 0098,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0099.jpg,synthetic animal track calibration image 0099,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0100.jpg,synthetic animal track calibration image 0100,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0101.jpg,synthetic animal track calibration image 0101,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0102.jpg,synthetic animal track calibration image 0102,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0103.jpg,synthetic animal track calibration image 0103,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0104.jpg,synthetic animal track calibration image 0104,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0105.jpg,synthetic animal track calibration image 0105,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0106.jpg,synthetic animal track calibration image 0106,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0107.jpg,synthetic animal track calibration image 0107,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0108.jpg,synthetic animal track calibration image 0108,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0109.jpg,synthetic animal track calibration image 0109,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0110.jpg,synthetic animal track calibration image 0110,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0111.jpg,synthetic animal track calibration image 0111,synthetic/mud,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0112.jpg,synthetic animal track calibration image 0112,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0113.jpg,synthetic animal track calibration image 0113,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0114.jpg,synthetic animal track calibration image 0114,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0115.jpg,synthetic animal track calibration image 0115,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0116.jpg,synthetic animal track calibration image 0116,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0117.jpg,synthetic animal track calibration image 0117,synthetic/snow,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0118.jpg,synthetic animal track calibration image 0118,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0119.jpg,synthetic animal track calibration image 0119,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
track_0120.jpg,synthetic animal track calibration image 0120,synthetic/sand,generated locally by scripts/generate_synthetic_tracks_dataset.py,generated locally by scripts/generate_synthetic_tracks_dataset.py,educational synthetic asset,,procedural generator,640,480,640,480
